age,monthly_income,dependents,horizon_years,emergency_fund,drop_reaction,goal_type,experience,monthly_investable,risk_label
29,43459,0,15,yes,hold,retirement,none,4234,Aggressive
35,65934,4,2,yes,hold,retirement,none,6376,Conservative
27,99753,0,15,yes,buy_more,wealth_creation,some,9880,Aggressive
36,46208,0,2,no,hold,child_education,some,4370,Moderate
43,106763,1,5,yes,hold,retirement,some,17442,Aggressive
53,37226,2,10,yes,sell,retirement,some,4696,Moderate
35,69136,3,5,no,sell,child_education,some,12107,Conservative
51,61089,0,5,yes,buy_more,wealth_creation,experienced,19433,Aggressive
46,30307,2,10,no,buy_more,retirement,none,4715,Moderate
32,53971,2,10,yes,buy_more,retirement,none,7336,Aggressive
57,49183,3,7,yes,sell,child_education,none,15950,Conservative
38,33391,3,7,no,buy_more,tax_saving,some,4891,Moderate
27,57589,2,10,yes,sell,tax_saving,none,4987,Moderate
59,52356,0,5,no,hold,tax_saving,some,12340,Moderate
57,47445,0,1,yes,hold,tax_saving,some,6383,Conservative
22,47531,4,7,no,hold,short_term,experienced,9790,Conservative
57,47074,1,10,yes,hold,child_education,experienced,13199,Aggressive
58,41545,1,3,no,hold,tax_saving,none,9126,Conservative
54,52204,3,2,yes,buy_more,child_education,none,15276,Conservative
31,36689,3,15,no,sell,retirement,some,5628,Conservative
46,162034,2,15,yes,sell,wealth_creation,experienced,16301,Moderate
42,25998,3,7,no,hold,tax_saving,none,4378,Conservative
45,37679,0,10,yes,sell,retirement,some,6540,Aggressive
45,39042,2,20,yes,sell,retirement,none,10337,Conservative
46,122788,4,7,no,sell,retirement,none,31440,Conservative
41,27063,0,3,yes,sell,wealth_creation,none,3864,Conservative
48,59377,0,7,no,hold,child_education,some,19523,Conservative
42,54818,2,15,no,buy_more,retirement,some,7273,Moderate
21,56960,1,10,yes,buy_more,tax_saving,some,19875,Aggressive
22,85507,0,1,no,hold,retirement,some,5114,Conservative
59,84721,0,15,yes,sell,tax_saving,some,21360,Moderate
57,40017,0,10,no,hold,wealth_creation,none,9446,Moderate
44,53493,0,5,yes,hold,retirement,experienced,12061,Aggressive
27,21187,3,20,yes,buy_more,wealth_creation,none,6011,Aggressive
52,51256,2,10,no,hold,retirement,experienced,11648,Moderate
26,34293,2,15,no,hold,wealth_creation,some,7989,Aggressive
36,45077,0,20,no,sell,tax_saving,some,14118,Moderate
34,22961,1,1,no,buy_more,child_education,some,2434,Moderate
21,58817,0,10,yes,buy_more,tax_saving,experienced,12313,Aggressive
53,22846,3,5,yes,hold,tax_saving,none,6022,Conservative
41,52403,4,15,yes,buy_more,tax_saving,some,7460,Aggressive
33,28228,1,15,no,sell,wealth_creation,none,3270,Moderate
41,33445,4,15,yes,sell,tax_saving,some,2965,Moderate
21,82423,0,10,no,buy_more,tax_saving,some,10616,Aggressive
38,63867,0,10,yes,hold,wealth_creation,none,15955,Aggressive
41,82218,2,3,yes,sell,short_term,none,19279,Conservative
34,98901,1,5,no,sell,wealth_creation,some,10040,Conservative
54,34621,4,2,yes,sell,retirement,experienced,6832,Conservative
30,96233,0,15,yes,sell,tax_saving,some,10983,Aggressive
26,25349,2,7,yes,hold,short_term,some,8385,Aggressive
42,68579,0,7,no,sell,short_term,experienced,18327,Conservative
56,39261,0,3,yes,hold,wealth_creation,experienced,4004,Moderate
36,32252,1,7,yes,hold,tax_saving,some,4415,Moderate
22,64635,4,5,yes,hold,child_education,some,19773,Moderate
59,74998,1,20,no,buy_more,retirement,some,16284,Moderate
38,74003,2,15,yes,sell,tax_saving,none,11602,Moderate
27,53997,0,7,no,sell,wealth_creation,experienced,12393,Aggressive
45,52019,0,10,yes,sell,short_term,none,8679,Moderate
33,62136,0,2,no,hold,wealth_creation,some,20096,Moderate
58,56201,3,2,no,hold,short_term,experienced,17538,Conservative
32,62543,0,7,no,sell,retirement,some,6136,Moderate
43,53733,0,10,yes,hold,retirement,none,13607,Aggressive
42,71628,2,1,yes,buy_more,retirement,none,21579,Conservative
30,23570,1,3,yes,sell,wealth_creation,some,2672,Moderate
40,46208,1,7,yes,sell,child_education,none,14391,Conservative
25,26298,0,1,yes,buy_more,retirement,none,4624,Aggressive
46,55520,1,5,yes,buy_more,retirement,none,7901,Aggressive
51,102628,2,5,yes,sell,child_education,some,35429,Conservative
59,39603,0,20,yes,hold,wealth_creation,some,10154,Aggressive
34,51909,2,3,yes,sell,tax_saving,none,7119,Conservative
32,68900,0,2,yes,hold,retirement,some,14393,Moderate
42,19332,3,1,no,hold,child_education,some,4698,Conservative
48,38756,4,2,yes,sell,tax_saving,some,10215,Conservative
60,57758,0,10,no,sell,retirement,experienced,6516,Moderate
22,15000,1,5,yes,hold,tax_saving,none,3524,Aggressive
30,31584,1,3,no,hold,wealth_creation,some,9607,Moderate
31,80449,3,20,yes,buy_more,wealth_creation,none,23418,Aggressive
31,76983,1,10,yes,hold,wealth_creation,none,10645,Aggressive
39,58014,2,2,no,buy_more,tax_saving,some,19786,Conservative
55,72910,0,3,yes,hold,tax_saving,some,3920,Conservative
22,54003,0,15,yes,hold,retirement,some,15320,Aggressive
53,62939,2,10,yes,sell,short_term,experienced,9134,Conservative
45,42529,2,20,no,sell,retirement,some,14135,Conservative
45,51643,3,1,no,hold,short_term,none,15922,Conservative
48,36880,3,10,yes,sell,retirement,some,11593,Moderate
25,86557,2,1,no,sell,wealth_creation,some,10868,Conservative
50,97217,1,5,yes,sell,tax_saving,some,28088,Conservative
30,91213,3,10,yes,buy_more,tax_saving,some,13663,Aggressive
41,40796,3,10,yes,hold,short_term,experienced,7513,Aggressive
48,31914,3,1,yes,buy_more,tax_saving,some,10253,Moderate
45,87084,4,3,no,buy_more,child_education,some,23176,Conservative
33,62614,1,10,no,hold,child_education,some,15163,Aggressive
36,56832,2,2,no,hold,child_education,some,5040,Conservative
40,36859,2,5,no,hold,wealth_creation,none,7795,Moderate
22,59370,0,3,yes,hold,retirement,none,5168,Moderate
50,30080,2,2,no,buy_more,short_term,some,2181,Conservative
24,65207,1,15,yes,buy_more,wealth_creation,some,21777,Aggressive
39,91171,1,1,no,hold,short_term,none,20761,Conservative
47,102126,0,7,yes,buy_more,retirement,some,5294,Aggressive
24,67429,2,10,no,hold,short_term,experienced,12859,Aggressive
60,26320,2,1,no,hold,retirement,experienced,3580,Conservative
36,53572,1,7,yes,sell,child_education,none,5152,Moderate
21,128393,0,5,yes,sell,short_term,some,37970,Moderate
47,33160,1,15,yes,sell,retirement,experienced,3186,Aggressive
43,47732,0,10,yes,hold,tax_saving,experienced,4768,Aggressive
46,92603,0,10,no,sell,tax_saving,none,11092,Conservative
51,64712,1,5,yes,buy_more,child_education,none,17066,Aggressive
40,149652,3,15,yes,sell,tax_saving,none,16045,Moderate
54,35249,1,7,yes,sell,tax_saving,some,5160,Conservative
35,31401,1,5,yes,hold,wealth_creation,some,10070,Aggressive
42,85038,3,2,yes,sell,short_term,none,18669,Conservative
27,28619,1,1,no,sell,retirement,some,2916,Conservative
45,44866,3,3,no,sell,child_education,none,13817,Conservative
31,47593,0,3,no,hold,tax_saving,none,9692,Moderate
48,78135,1,20,yes,sell,child_education,some,23461,Moderate
53,64629,0,20,yes,hold,short_term,some,4758,Aggressive
55,60215,1,2,yes,sell,retirement,none,5933,Conservative
58,40900,4,20,yes,sell,wealth_creation,none,3171,Conservative
25,84689,2,10,yes,sell,wealth_creation,none,16461,Moderate
26,300024,2,5,yes,sell,retirement,experienced,49868,Aggressive
58,66908,0,20,no,buy_more,retirement,experienced,11695,Aggressive
36,51269,4,10,yes,hold,child_education,some,8201,Aggressive
22,27336,1,7,no,hold,tax_saving,experienced,4845,Aggressive
32,36795,0,3,no,buy_more,tax_saving,some,6047,Aggressive
54,44526,4,3,no,sell,wealth_creation,none,4359,Conservative
35,38539,1,15,yes,buy_more,retirement,some,8506,Aggressive
24,48667,1,3,no,hold,wealth_creation,experienced,15123,Moderate
49,109109,0,1,yes,hold,wealth_creation,some,37994,Moderate
28,85924,0,3,yes,buy_more,child_education,experienced,7320,Aggressive
35,45639,3,5,yes,sell,short_term,some,7912,Conservative
21,28460,1,5,yes,hold,retirement,experienced,3481,Aggressive
45,89484,4,20,yes,hold,short_term,some,19692,Moderate
38,47950,0,5,no,hold,tax_saving,experienced,7581,Aggressive
55,22540,2,15,no,sell,retirement,experienced,7062,Conservative
34,67547,2,7,yes,sell,retirement,none,22328,Conservative
29,77773,2,7,yes,buy_more,retirement,some,11473,Aggressive
27,16454,1,2,yes,hold,child_education,none,2582,Moderate
29,33824,1,3,no,sell,child_education,experienced,7119,Conservative
39,46643,2,15,yes,sell,tax_saving,some,11224,Moderate
24,68222,3,10,yes,hold,retirement,none,18811,Aggressive
37,38867,0,5,yes,sell,wealth_creation,some,3110,Aggressive
55,33709,1,15,no,sell,wealth_creation,none,2202,Conservative
51,67997,2,15,yes,buy_more,wealth_creation,some,17235,Aggressive
46,39705,0,2,yes,sell,tax_saving,none,7687,Conservative
56,62562,0,7,yes,sell,retirement,experienced,15754,Moderate
52,29727,4,10,no,hold,retirement,some,4176,Moderate
47,26674,0,10,yes,sell,tax_saving,experienced,2711,Aggressive
55,68862,0,2,no,sell,wealth_creation,none,5741,Conservative
25,54920,2,3,no,hold,short_term,none,15701,Conservative
53,74243,0,5,yes,hold,short_term,experienced,12688,Conservative
32,38573,0,3,no,hold,tax_saving,some,2887,Moderate
50,34276,0,2,no,buy_more,child_education,none,4251,Conservative
57,90429,0,7,yes,buy_more,tax_saving,experienced,27893,Moderate
40,24702,1,7,no,hold,short_term,none,4803,Conservative
24,86090,3,2,yes,hold,tax_saving,none,26343,Conservative
35,88807,0,7,yes,buy_more,child_education,some,29626,Aggressive
37,72188,1,1,yes,sell,wealth_creation,some,5059,Conservative
58,35971,2,5,no,hold,wealth_creation,some,11977,Conservative
58,33947,0,10,no,sell,wealth_creation,none,5476,Conservative
43,44599,1,15,yes,sell,tax_saving,none,11572,Moderate
59,27370,1,3,no,buy_more,wealth_creation,none,4678,Conservative
38,31800,0,15,no,sell,child_education,some,7453,Moderate
37,65521,1,15,no,hold,tax_saving,none,16441,Moderate
54,65657,0,7,yes,sell,wealth_creation,some,5902,Moderate
47,30567,3,20,yes,hold,tax_saving,experienced,5481,Aggressive
41,66453,4,3,yes,buy_more,short_term,experienced,7441,Aggressive
39,60140,3,1,yes,hold,child_education,some,5159,Moderate
49,96707,0,15,yes,buy_more,tax_saving,none,22008,Aggressive
51,63329,2,5,yes,hold,retirement,some,16090,Aggressive
40,78933,1,5,yes,buy_more,child_education,experienced,10045,Aggressive
22,60759,0,1,no,buy_more,child_education,none,3171,Moderate
25,76188,4,1,yes,sell,child_education,none,25997,Conservative
26,27468,2,2,yes,buy_more,short_term,none,5286,Moderate
39,46407,0,3,no,sell,retirement,some,11395,Conservative
45,48168,4,20,yes,hold,child_education,experienced,3495,Aggressive
53,43928,0,3,no,sell,retirement,some,10369,Conservative
30,59859,1,15,no,hold,retirement,some,16687,Aggressive
52,65216,0,1,yes,buy_more,tax_saving,some,4187,Moderate
47,58484,0,5,yes,buy_more,wealth_creation,experienced,12110,Aggressive
23,45268,4,15,yes,hold,short_term,none,4191,Aggressive
35,35204,1,3,yes,buy_more,tax_saving,some,3311,Aggressive
33,80316,0,3,no,hold,retirement,experienced,18829,Moderate
56,57375,2,15,yes,sell,tax_saving,experienced,13527,Moderate
57,30996,3,2,yes,buy_more,child_education,none,6699,Conservative
53,44929,3,1,yes,sell,child_education,none,9122,Conservative
42,22370,4,20,yes,buy_more,retirement,experienced,4272,Aggressive
40,49807,3,5,yes,sell,wealth_creation,experienced,9680,Aggressive
33,44834,2,7,yes,sell,retirement,none,6740,Conservative
51,37853,0,2,yes,hold,short_term,none,4814,Conservative
24,100014,4,3,no,hold,tax_saving,none,12971,Conservative
31,29136,0,5,no,sell,wealth_creation,some,9394,Moderate
26,67364,0,10,no,sell,wealth_creation,none,8758,Moderate
40,131139,1,3,yes,sell,short_term,none,21290,Conservative
32,79600,0,15,yes,buy_more,short_term,some,16017,Aggressive
28,48329,2,10,no,hold,wealth_creation,none,13184,Aggressive
36,29427,3,7,no,sell,retirement,experienced,8331,Conservative
55,26557,1,5,no,sell,wealth_creation,some,7077,Conservative
43,40733,1,7,yes,sell,child_education,some,5739,Moderate
53,35984,1,10,yes,hold,tax_saving,experienced,3559,Aggressive
57,35461,2,2,yes,hold,short_term,none,10464,Conservative
57,42326,0,15,no,sell,wealth_creation,none,13220,Conservative
35,46816,0,5,no,buy_more,wealth_creation,some,15162,Aggressive
56,60982,2,20,no,sell,retirement,some,18752,Conservative
57,28085,1,20,no,hold,wealth_creation,some,4449,Conservative
59,36061,1,1,no,hold,retirement,experienced,3463,Conservative
35,45622,0,5,yes,hold,tax_saving,experienced,11456,Aggressive
30,44892,0,7,no,sell,wealth_creation,none,10990,Conservative
44,112015,2,7,no,hold,child_education,none,13931,Conservative
58,54421,1,15,no,hold,wealth_creation,some,12846,Conservative
57,23715,1,2,no,buy_more,retirement,experienced,8287,Conservative
43,59170,3,7,yes,hold,retirement,none,5950,Moderate
26,62664,2,20,no,buy_more,wealth_creation,none,10250,Aggressive
37,46336,0,20,no,hold,short_term,none,7752,Moderate
49,28395,2,1,no,hold,tax_saving,experienced,3238,Conservative
43,108133,0,20,no,sell,tax_saving,none,30971,Moderate
34,30289,0,2,no,buy_more,child_education,some,7941,Moderate
34,65995,2,7,yes,sell,wealth_creation,none,7595,Moderate
23,53638,0,3,no,hold,wealth_creation,some,16485,Moderate
32,64238,0,7,no,hold,retirement,none,11417,Moderate
47,105671,3,1,no,buy_more,retirement,some,22748,Conservative
30,63116,2,3,yes,hold,wealth_creation,none,16124,Moderate
60,38124,4,3,no,sell,short_term,none,11904,Conservative
24,80635,3,15,no,buy_more,child_education,none,9519,Aggressive
44,36901,0,7,yes,buy_more,wealth_creation,experienced,8402,Aggressive
40,52764,2,10,no,hold,wealth_creation,some,13268,Moderate
54,27394,1,10,no,hold,child_education,none,8654,Conservative
56,30792,2,5,no,hold,short_term,none,8673,Conservative
42,50167,0,1,yes,buy_more,short_term,some,16270,Moderate
46,57851,0,2,yes,sell,wealth_creation,none,4198,Conservative
48,22786,0,5,no,buy_more,wealth_creation,experienced,4047,Aggressive
41,61314,2,20,no,hold,short_term,none,8700,Conservative
28,33902,0,3,yes,buy_more,retirement,some,6751,Aggressive
38,87191,1,10,no,hold,tax_saving,some,25568,Moderate
30,41840,3,15,yes,sell,retirement,experienced,8274,Moderate
39,29565,2,15,yes,buy_more,tax_saving,some,1790,Aggressive
45,50721,1,3,no,buy_more,tax_saving,none,12743,Conservative
29,32457,0,20,yes,buy_more,retirement,none,1723,Aggressive
30,86770,4,7,yes,sell,wealth_creation,some,6883,Moderate
53,49032,1,7,no,hold,retirement,none,13156,Moderate
36,45786,1,10,yes,buy_more,short_term,none,13703,Aggressive
28,63979,4,3,yes,hold,child_education,experienced,9304,Moderate
49,31187,0,15,yes,sell,wealth_creation,none,6883,Moderate
49,27443,1,7,no,sell,retirement,some,5877,Conservative
54,58909,0,10,no,sell,child_education,none,3928,Conservative
51,29886,0,15,yes,sell,child_education,none,6379,Moderate
60,29881,1,7,yes,hold,short_term,none,1592,Conservative
43,71434,2,1,yes,buy_more,wealth_creation,none,21143,Moderate
32,62086,0,3,no,hold,retirement,none,17038,Conservative
55,27883,2,15,no,sell,child_education,experienced,3767,Conservative
31,37100,3,7,yes,hold,wealth_creation,some,4774,Moderate
32,32640,3,15,no,hold,wealth_creation,none,3493,Moderate
54,109026,0,5,no,buy_more,short_term,none,36614,Conservative
56,73696,2,7,yes,buy_more,short_term,experienced,22384,Aggressive
34,40563,0,15,yes,sell,retirement,none,12222,Moderate
50,63531,2,10,no,buy_more,child_education,none,12062,Moderate
57,26627,1,5,no,sell,tax_saving,experienced,7813,Conservative
52,36217,2,1,yes,hold,retirement,some,8238,Conservative
21,51389,0,15,yes,buy_more,retirement,none,7186,Aggressive
47,60084,2,10,no,buy_more,tax_saving,some,10762,Moderate
27,46917,0,5,no,sell,tax_saving,none,8103,Moderate
54,54808,0,7,yes,sell,retirement,some,8525,Moderate
23,50779,2,3,yes,sell,tax_saving,none,6230,Conservative
60,45541,0,5,yes,sell,wealth_creation,experienced,7717,Moderate
28,42904,2,2,no,sell,wealth_creation,some,9858,Conservative
37,40464,2,3,no,sell,child_education,none,4404,Conservative
30,54413,2,15,yes,hold,wealth_creation,some,5036,Aggressive
53,58974,2,5,no,sell,child_education,none,15160,Conservative
36,53597,2,15,yes,hold,wealth_creation,experienced,11142,Aggressive
50,28843,3,5,no,hold,retirement,none,4489,Conservative
23,31272,0,1,yes,sell,retirement,none,10081,Conservative
39,58659,1,5,yes,hold,child_education,some,11051,Aggressive
57,95058,2,2,yes,buy_more,retirement,none,14213,Conservative
58,52500,0,10,yes,hold,retirement,none,6031,Moderate
29,40731,0,15,no,hold,wealth_creation,some,5985,Aggressive
36,54228,0,10,yes,hold,short_term,some,7164,Aggressive
37,29390,1,10,yes,hold,wealth_creation,none,9112,Aggressive
43,88346,1,15,no,hold,retirement,some,28058,Aggressive
42,53314,2,10,yes,buy_more,tax_saving,some,9264,Aggressive
25,36269,2,7,yes,buy_more,child_education,experienced,4652,Aggressive
51,45476,2,10,yes,hold,child_education,some,4052,Aggressive
30,38670,0,5,no,hold,child_education,some,10241,Aggressive
33,88455,2,1,no,buy_more,wealth_creation,experienced,27750,Moderate
54,44756,2,10,no,hold,retirement,none,7757,Moderate
48,52570,0,10,no,hold,retirement,some,16426,Aggressive
36,63460,0,3,yes,sell,child_education,some,7885,Moderate
57,35124,0,20,yes,sell,short_term,some,8170,Conservative
36,53485,4,1,no,hold,tax_saving,some,3975,Conservative
43,55464,0,10,yes,buy_more,wealth_creation,none,12143,Aggressive
30,24359,0,20,no,hold,wealth_creation,some,5885,Aggressive
28,54924,0,3,yes,buy_more,wealth_creation,some,13363,Aggressive
40,48021,0,15,yes,buy_more,wealth_creation,experienced,13620,Aggressive
43,51973,1,15,no,buy_more,wealth_creation,none,4075,Aggressive
53,49813,2,10,yes,buy_more,retirement,experienced,6653,Aggressive
36,55084,1,20,no,sell,retirement,none,14207,Conservative
56,89483,3,7,no,hold,retirement,some,20368,Conservative
45,28831,0,5,no,sell,child_education,some,9653,Conservative
23,42025,1,10,no,hold,child_education,some,11987,Moderate
50,66169,2,5,yes,sell,short_term,experienced,12657,Conservative
43,60865,2,5,yes,buy_more,child_education,some,12789,Aggressive
36,60278,3,2,no,buy_more,retirement,none,14943,Conservative
39,169246,0,5,yes,sell,retirement,some,8981,Moderate
33,64625,1,10,yes,hold,retirement,some,10292,Aggressive
45,81545,2,20,yes,hold,retirement,some,7059,Aggressive
43,42694,0,20,no,hold,short_term,none,5201,Moderate
38,31356,3,3,no,buy_more,retirement,none,9370,Conservative
32,42555,0,7,yes,sell,child_education,none,9129,Moderate
36,67533,0,7,yes,sell,short_term,some,20809,Moderate
40,58869,2,2,yes,buy_more,retirement,some,18640,Moderate
39,58774,2,7,yes,sell,child_education,experienced,17149,Moderate
